anno;ats_struttura;codice_struttura_di_ricovero;descrizione_struttura_di_ricovero;coordinata_geografica_x;coordinata_geografica_y;codice_disciplina;descrizione_disciplina;tipologia_assistenza;tipo_drg;codice_drg;descrizione_drg;codice_acc_di_diagnosi;descrizione_acc_di_diagnosi;codice_mdc;descrizione_mdc;totale_ricoveri;ricoveri_do;ricoveri_ordinari_01_giorni;ricoveri_dh;ricoveri_ds;giornate_degenza_do;accessi_dh;accessi_ds;giornate_degenza_totali;dimissioni_volontarie;trasferimenti;ricoveri_ripetuti;ritorni_in_sala_operatoria
2012;322 - ATS DELL'INSUBRIA;030006-00;OSP. S. ANTONIO ABATE - GALLARATE;45.6556815;8.792407598;64;ONCOLOGIA;A;M;524;ISCHEMIA CEREBRALE TRANSITORIA;112;ISCHEMIA CEREBRALE TRANSITORIA;1;MALATTIE E DISTURBI SISTEMA NERVOSO;2;2;0;0;0;15;0;0;15;0;0;0;0
2012;326 - ATS DI BRESCIA;030171-00;OSPEDALE S. ORSOLA F.B.F. - BRESCIA;45.53447545;10.21629149;21;GERIATRIA;A;M;145;ALTRE DIA. APP. CIRCOLATORIO SENZA CC;103;MALATTIA CARDIOPOLMONARE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;2;2;0;0;0;14;0;0;14;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030913-00;OSPEDALE CA' GRANDA-NIGUARDA - MILANO;45.50915842;9.188869233;32;NEUROLOGIA;A;M;35;ALTRE MAL. SIST. NERVOSO SENZA CC;111;ALTRE E MAL DEFINITE VASCULOPATIE CEREBRALI;1;MALATTIE E DISTURBI SISTEMA NERVOSO;7;6;0;1;0;55;3;0;58;0;0;0;0
2013;324 - ATS DELLA BRIANZA;030082-00;P.O. TRABATTONI RONZONI DI SEREGNO;45.66160686;9.203187921;56;RECUPERO E RIABILITAZIONE FUNZIONALE;R;M;467;ALTRI FATTORI CHE INFLUENZANO LO STATO DI SALUTE;101;ATEROSCLEROSI CORONARICA E ALTRE MALATTIE ISCHEMICHE CARDIACHE;23;FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI;13;13;0;0;0;229;0;0;229;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030017-00;CASA DI CURA MATER DOMINI - CASTELLANZA;45.60998685;8.906731831;43;UROLOGIA;A;M;399;DISTURBI SIST. RETICOLOENDOT. E IMMUNIT. SENZA CC;121;ALTRE MALATTIE DELLE VENE E DEI VASI LINFATICI;16;MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO;1;1;0;0;0;6;0;0;6;0;0;0;0
2012;325 - ATS DI BERGAMO;030147-00;POLICLINICO SAN MARCO S.R.L.-OSIO SOTTO;45.60120225;9.594341049;26;MEDICINA GENERALE;A;M;11;NEOPLASIE SIST. NERVOSO SENZA CC;42;TUMORI MALIGNI SECONDARI;1;MALATTIE E DISTURBI SISTEMA NERVOSO;1;0;0;1;0;0;2;0;2;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030281-01;OSPEDALE DI LEGNANO;45.57377537;8.9059185;9;CHIRURGIA GENERALE;A;M;277;CELLULITE, ETA' > 17 CON CC;197;INFEZIONI DELLA CUTE E DEL TESSUTO SOTTOCUTANEO;9;MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA;2;2;0;0;0;44;0;0;44;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030006-00;OSP. S. ANTONIO ABATE - GALLARATE;45.6556815;8.792407598;8;CARDIOLOGIA;A;C;552;ALTRO IMPIANTO PACEMAKER CARDIACO PERM SENZA DIAGNOSI CARDIOVASCOLARE MAGGIORE;106;ARITMIE CARDIACHE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;23;23;1;0;0;128;0;0;128;0;0;0;0
2012;325 - ATS DI BERGAMO;030131-00;OSPEDALE DI TREVIGLIO E CARAVAGGIO;45.5109663;9.610034385;39;PEDIATRIA;A;C;270;ALTRI INT. PELLE,SOTTOCUTANEO E MAMMELLA SENZA CC;117;ALTRE MALATTIE CIRCOLATORIE;9;MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA;1;1;1;0;0;1;0;0;1;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030925-00;FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO;45.460597;9.196309144;40;PSICHIATRIA;A;M;429;DISTURBI ORGANICI E RITARDO MENTALE;670;ALTRI DISTURBI;19;MALATTIE E DISTURBI MENTALI;8;3;0;5;0;65;49;0;114;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030085-00;CAUSA PIA OSPITALIERA UBOLDO-CERNUSCO SN;45.52331438;9.328467624;8;CARDIOLOGIA;A;M;143;DOLORE TORACICO;102;DOLORE TORACICO NON SPECIFICO;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;20;20;1;0;0;95;0;0;95;0;0;0;0
2012;324 - ATS DELLA BRIANZA;030068-00;PRESIDIO OSPEDALIERO DI DESIO;45.62966255;9.197498905;29;NEFROLOGIA;A;C;578;MALATTIE INFETTIVE E PARASSITARIE CON INTERVENTO CHIRURGICO;2;SETTICEMIA (ESCLUSO IN TRAVAGLIO);18;MALATTIE INFETTIVE E PARASSITARIE;4;4;0;0;0;87;0;0;87;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030072-00;OSPEDALE DI CIRCOLO PREDABISSI-MELEGNANO;45.35900581;9.33587163;26;MEDICINA GENERALE;A;M;85;VERSAMENTO PLEURICO CON CC;130;PLEURITE, PNEUMOTORACE, COLLASSO POLMONARE;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;14;14;2;0;0;184;0;0;184;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030935-00;IRCCS    S. RAFFAELE - MILANO;45.50615215;9.267120553;37;OSTETRICIA E GINECOLOGIA;A;C;147;RESEZIONE RETTALE SENZA CC;169;ENDOMETRIOSI;6;MALATTIE E DISTURBI APPARATO DIGERENTE;2;2;0;0;0;26;0;0;26;0;0;0;0
2012;326 - ATS DI BRESCIA;030163-00;PRESIDIO OSPEDALIERO DI ISEO;45.66237981;10.0510524;26;MEDICINA GENERALE;A;M;68;OTITE M.,INFEZ. VIE RESPIR. SUP.,ETA' >17 CON CC;126;ALTRE INFEZIONI DELLE VIE RESPIRATORIE SUPERIORI;3;MALATTIE E DISTURBI ORECCHIO, NASO E GOLA;2;2;0;0;0;17;0;0;17;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030947-00;I.R.C.C.S. POLICLINICO SAN DONATO;45.41238569;9.274941749;68;PNEUMOLOGIA;A;M;89;POLMONITE SEMPLICE E PLEURITE, ETA' > 17 CON CC;122;POLMONITI (ESCLUSE QUELLE CAUSATE DA TUBERCOLOSI O DA MALATTIE SESSUALMENTE TRASMESSE);4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;36;36;0;0;0;373;0;0;373;0;0;0;0
2012;324 - ATS DELLA BRIANZA;030903-00;"OSPEDALE DI CIRCOLO ""A. MANZONI"" - LECCO";45.85324969;9.412681005;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;223;INT. MAGG. SPALLA,GOMITO O ALTRI ARTO SUP. CON CC;211;ALTRE MALATTIE DEL TESSUTO CONNETTIVO;8;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;12;12;1;0;0;43;0;0;43;0;0;0;0
2012;326 - ATS DI BRESCIA;030163-00;PRESIDIO OSPEDALIERO DI ISEO;45.66237981;10.0510524;9;CHIRURGIA GENERALE;A;M;280;TRAUMI PELLE,SOTTOCUT. E MAMMELLA,ETA' >17 CON CC;239;TRAUMATISMI SUPERFICIALI, CONTUSIONI;9;MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA;4;4;0;0;0;17;0;0;17;0;0;0;0
2012;324 - ATS DELLA BRIANZA;030078-00;PRESIDIO OSPEDALIERO DI VIMERCATE;45.6084494;9.3580982;31;NIDO;A;M;333;ALTRE DIA. RENE E VIE URINARIE,ETA' <18;215;ANOMALIE CONGENITE DELL'APPARATO GENITOURINARIO;11;MALATTIE E DISTURBI RENE E VIE URINARIE;6;6;0;0;0;19;0;0;19;0;0;0;0
2012;326 - ATS DI BRESCIA;030178-00;IST.CLIN. CITTA' DI BRESCIA SPA-BRESCIA;45.55340624;10.22787895;37;OSTETRICIA E GINECOLOGIA;A;C;359;INT. UTERO E ANNESSI NON PER T.M. SENZA CC;171;DISORDINI MESTRUALI;13;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE;20;20;0;0;0;96;0;0;96;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030075-00;OSPEDALE DI CIRC. C.CANTU'-ABBIATEGRASSO;45.39521424;8.914139623;26;MEDICINA GENERALE;A;M;203;T.M. APPARATO EPATOBILIARE O PANCREAS;16;TUMORI MALIGNI DEL FEGATO E DEI DOTTI BILIARI INTRAEPATICI;7;MALATTIE E DISTURBI EPATOBILIARI E PANCREAS;4;4;0;0;0;110;0;0;110;0;0;0;0
2013;322 - ATS DELL'INSUBRIA;030902-00;OSPEDALE S. ANNA - COMO;45.80216962;9.039360974;9;CHIRURGIA GENERALE;A;C;77;ALTRI INT. SU APP. RESPIRATORIO SENZA CC;130;PLEURITE, PNEUMOTORACE, COLLASSO POLMONARE;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;1;1;0;0;0;5;0;0;5;0;0;0;0
2012;324 - ATS DELLA BRIANZA;030078-00;PRESIDIO OSPEDALIERO DI VIMERCATE;45.6084494;9.3580982;9;CHIRURGIA GENERALE;A;M;207;MAL. VIE BILIARI CON CC;149;MALATTIE DELLE VIE BILIARI;7;MALATTIE E DISTURBI EPATOBILIARI E PANCREAS;26;26;0;0;0;333;0;0;333;0;0;0;0
2012;325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;234;ALTRI INT. SIST. MUSCOLOSCHEL. E CONNETT. SENZA CC;204;ALTRI DISTURBI ARTICOLARI NON TRAUMATICI;8;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;1;1;1;0;0;1;0;0;1;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030012-00;OSPEDALE CARLO ONDOLI - ANGERA;45.77504281;8.577891688;26;MEDICINA GENERALE;A;M;205;MAL.FEGATO ESCL. T.M.,CIRROSI,EPAT.ALCOOL. CON CC;151;ALTRE MALATTIE EPATICHE;7;MALATTIE E DISTURBI EPATOBILIARI E PANCREAS;9;9;2;0;0;43;0;0;43;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030364-00;"""LA FONDAZIONE"" DI A.BORGHI & C.-BREBBIA";45.83602167;8.659244286;RM;RIABILITAZIONE DI MANTENIMENTO;R;M;249;RICOVERI SUCCESSIVI PER MAL.SIST.MUSCOLOSCHEL.ETC.;226;FRATTURA DEL COLLO DEL FEMORE;8;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;18;18;0;0;0;414;0;0;414;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030367-00;OSPEDALE S. GIUSEPPE - MILANO;45.46292624;9.171718482;37;OSTETRICIA E GINECOLOGIA;A;M;373;PARTO VAGINALE SENZA CC;181;ALTRE COMPLICAZIONI DELLA GRAVIDANZA;14;GRAVIDANZA, PARTO E PUERPERIO;7;7;0;0;0;38;0;0;38;0;0;0;0
2012;326 - ATS DI BRESCIA;030906-00;PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;45.55518065;10.23255305;38;OTORINOLARINGOIATRIA;A;M;69;OTITE M.,INFEZ. VIE RESPIR. SUP.,ETA' >17 SENZA CC;134;ALTRE MALATTIE DELLE VIE RESPIRATORIE SUPERIORI;3;MALATTIE E DISTURBI ORECCHIO, NASO E GOLA;11;9;2;2;0;20;2;0;22;0;0;0;0
2012;326 - ATS DI BRESCIA;030162-00;PRESIDIO OSPEDALIERO GARDONE V.T.;45.67627003;10.18404631;9;CHIRURGIA GENERALE;A;C;270;ALTRI INT. PELLE,SOTTOCUTANEO E MAMMELLA SENZA CC;197;INFEZIONI DELLA CUTE E DEL TESSUTO SOTTOCUTANEO;9;MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA;2;2;0;0;0;22;0;0;22;0;0;0;0
2012;324 - ATS DELLA BRIANZA;030920-00;C.TRO BRONCOPNEUMOPATIE INRCA-CASATENOVO;45.69919245;9.298423314;56;RECUPERO E RIABILITAZIONE FUNZIONALE;R;M;87;EDEMA POLMONARE E INSUFF. RESPIRATORIA;131;INSUFFICIENZA RESPIRATORIA, ARRESTO RESPIRATORIO (ADULTI);4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;328;328;4;0;0;5083;0;0;5083;0;0;0;0
2012;325 - ATS DI BERGAMO;030382-00;OSPEDALE M. O. ANTONIO LOCATELLI;45.89167965;9.92275865;26;MEDICINA GENERALE;A;M;174;EMORRAGIA GASTROINTESTINALE CON CC;153;EMORRAGIA GASTROINTESTINALE;6;MALATTIE E DISTURBI APPARATO DIGERENTE;1;1;1;0;0;1;0;0;1;0;0;0;0
2012;324 - ATS DELLA BRIANZA;030024-00;"OSPEDALE DI CIRCOLO""S.L.MANDIC""- MERATE";45.69980844;9.4174883;31;NIDO;A;M;385;NEONATI MORTI/TRASFERITI AD ALTRE STRUTT. ASSIST.;219;PREMATURITA', IMMATURITA', BASSO PESO ALLA NASCITA E RITARDO DELLA CRESCITA FETALE;15;MALATTIE E DISTURBI PERIODO PERINATALE;8;8;8;0;0;8;0;0;8;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030922-00;"FOND.IRCCS ""ISTIT.NAZ.LE TUMORI""MILANO";45.4742834;9.231360095;9;CHIRURGIA GENERALE;A;C;63;ALTRI INT. SU ORECCHIO, NASO, BOCCA E GOLA;137;MALATTIE DELLA BOCCA, ESCLUSE LE DENTALI;3;MALATTIE E DISTURBI ORECCHIO, NASO E GOLA;1;0;0;0;1;0;0;1;1;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030902-00;OSPEDALE S. ANNA - COMO;45.80216962;9.039360974;43;UROLOGIA;A;C;305;INTERVENTI SU RENE E URETERE, NON PER NEOPLASIA SENZA CC;160;CALCOLOSI DELLE VIE URINARIE;11;MALATTIE E DISTURBI RENE E VIE URINARIE;13;13;0;0;0;68;0;0;68;0;0;0;0
2013;325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;M;89;POLMONITE SEMPLICE E PLEURITE, ETA' > 17 CON CC;122;POLMONITI (ESCLUSE QUELLE CAUSATE DA TUBERCOLOSI O DA MALATTIE SESSUALMENTE TRASMESSE);4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;26;26;1;0;0;250;0;0;250;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030902-00;OSPEDALE S. ANNA - COMO;45.80216962;9.039360974;37;OSTETRICIA E GINECOLOGIA;A;C;359;INT. UTERO E ANNESSI NON PER T.M. SENZA CC;170;PROLASSO DEGLI ORGANI GENITALI FEMMINILI;13;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE;32;32;0;0;0;149;0;0;149;0;0;0;0
2012;326 - ATS DI BRESCIA;030295-00;POLIAMBULANZA - BRESCIA;45.51939749;10.23594122;39;PEDIATRIA;A;M;190;ALTRE DIA. APP. DIGERENTE, ET{  < 18;214;ANOMALIE CONGENITE DEL SISTEMA DIGESTIVO;6;MALATTIE E DISTURBI APPARATO DIGERENTE;3;3;1;0;0;7;0;0;7;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030922-00;"FOND.IRCCS ""ISTIT.NAZ.LE TUMORI""MILANO";45.4742834;9.231360095;67;PENSIONANTI;A;C;149;INT. MAGGIORI INTESTINO CRASSO E TENUE SENZA CC;14;TUMORI MALIGNI DEL COLON;6;MALATTIE E DISTURBI APPARATO DIGERENTE;11;11;0;0;0;102;0;0;102;0;0;0;0
2012;326 - ATS DI BRESCIA;030178-00;IST.CLIN. CITTA' DI BRESCIA SPA-BRESCIA;45.55340624;10.22787895;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;234;ALTRI INT. SIST. MUSCOLOSCHEL. E CONNETT. SENZA CC;208;DEFORMAZIONI ACQUISITE DEL PIEDE;8;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;3;3;3;0;0;3;0;0;3;0;0;0;0
2012;323 - ATS DELLA MONTAGNA;030042-00;OSPEDALE CIVILE - SONDRIO;46.1707552;9.879429303;39;PEDIATRIA;A;M;184;GASTROENT., MISCELL. MAL. DIGER.,ETA'< 18;135;INFEZIONI INTESTINALI;6;MALATTIE E DISTURBI APPARATO DIGERENTE;51;51;5;0;0;135;0;0;135;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030010-00;OSPEDALE DI CIRCOLO GALMARINI - TRADATE;45.7230613;8.900866269;26;MEDICINA GENERALE;A;M;203;T.M. APPARATO EPATOBILIARE O PANCREAS;17;TUMORI MALIGNI DEL PANCREAS;7;MALATTIE E DISTURBI EPATOBILIARI E PANCREAS;4;4;0;0;0;40;0;0;40;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030004-00;OSPEDALE DI CIRCOLO - BUSTO ARSIZIO;45.6213059;8.847283842;26;MEDICINA GENERALE;A;M;203;T.M. APPARATO EPATOBILIARE O PANCREAS;17;TUMORI MALIGNI DEL PANCREAS;7;MALATTIE E DISTURBI EPATOBILIARI E PANCREAS;16;16;0;0;0;203;0;0;203;0;0;0;0
2012;326 - ATS DI BRESCIA;030159-00;P.O. MONTICHIARI- A.O. SPEDALI CIVILI;45.412634;10.40115173;26;MEDICINA GENERALE;A;M;182;GASTROENT., MISCELL. MAL. DIGER.,ETA'> 17 CON CC;138;DISTURBI DELL'ESOFAGO;6;MALATTIE E DISTURBI APPARATO DIGERENTE;2;2;0;0;0;35;0;0;35;0;0;0;0
2012;323 - ATS DELLA MONTAGNA;030274-01;OSPEDALE VALCAMONICA - ESINE;45.92683281;10.24320324;36;ORTOPEDIA E TRAUMATOLOGIA;A;M;83;TRAUMI MAGGIORI TORACE CON CC;231;ALTRE FRATTURE;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;2;2;0;0;0;18;0;0;18;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030121-00;CASA DI CURA S. PIO X - MILANO;45.495239;9.189485346;43;UROLOGIA;A;C;311;INT. PER VIA TRANSURETRALE SENZA CC;159;INFEZIONI DELLE VIE URINARIE;11;MALATTIE E DISTURBI RENE E VIE URINARIE;36;27;10;0;9;54;0;9;63;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030913-00;OSPEDALE CA' GRANDA-NIGUARDA - MILANO;45.50915842;9.188869233;26;MEDICINA GENERALE;A;C;543;CRANIOT. CON IMP. DI DISPOS. MAGG. O DIAPR ACUTA COMPL. DEL SIST. NERVOSO CENTR;109;VASCULOPATIE CEREBRALI ACUTE;1;MALATTIE E DISTURBI SISTEMA NERVOSO;2;2;0;0;0;72;0;0;72;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030032-00;IST.CLINICO VILLA APRICA SPA-COMO;45.82321774;9.060654411;43;UROLOGIA;A;C;311;INT. PER VIA TRANSURETRALE SENZA CC;160;CALCOLOSI DELLE VIE URINARIE;11;MALATTIE E DISTURBI RENE E VIE URINARIE;6;6;0;0;0;18;0;0;18;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030901-00;OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI;45.80802245;8.837196022;32;NEUROLOGIA;A;M;14;EMORRAGIA INTRACRANICA O INFARTO CEREBRALE;109;VASCULOPATIE CEREBRALI ACUTE;1;MALATTIE E DISTURBI SISTEMA NERVOSO;69;69;0;0;0;769;0;0;769;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030003-00;OSPEDALE F. DEL PONTE - VARESE;45.83678354;8.80650544;39;PEDIATRIA;A;M;324;CALCOLOSI URINARIA SENZA CC;160;CALCOLOSI DELLE VIE URINARIE;11;MALATTIE E DISTURBI RENE E VIE URINARIE;6;6;0;0;0;27;0;0;27;0;0;0;0
2012;326 - ATS DI BRESCIA;030156-00;OSPEDALE DI DESENZANO;45.4098217;10.56462005;43;UROLOGIA;A;C;311;INT. PER VIA TRANSURETRALE SENZA CC;159;INFEZIONI DELLE VIE URINARIE;11;MALATTIE E DISTURBI RENE E VIE URINARIE;82;82;67;0;0;110;0;0;110;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030010-00;OSPEDALE DI CIRCOLO GALMARINI - TRADATE;45.7230613;8.900866269;37;OSTETRICIA E GINECOLOGIA;A;M;173;T.M. APP. DIGERENTE SENZA CC;15;TUMORI MALIGNI DEL RETTO E DELL'ANO;6;MALATTIE E DISTURBI APPARATO DIGERENTE;1;1;1;0;0;1;0;0;1;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030901-00;OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI;45.80802245;8.837196022;26;MEDICINA GENERALE;A;M;123;MAL.CARDIOVASC. CON IMA, DECEDUTI;100;INFARTO MIOCARDICO ACUTO;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;3;3;1;0;0;9;0;0;9;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030066-00;OSPEDALE G.SALVINI-GARBAGNATE MIL.SE;45.58301974;9.08975596;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;544;SOSTITUZIONE DI ARTICOLAZIONI MAGGIORI O REIMPIANTO DEGLI ARTI INFERIORI;203;OSTEOARTROSI;8;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;59;59;0;0;0;709;0;0;709;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030281-01;OSPEDALE DI LEGNANO;45.57377537;8.9059185;39;PEDIATRIA;A;M;186;MAL.DENTI,BOCCA ESCL. ESTRAZ. E RIPARAZ.,ETA' < 18;137;MALATTIE DELLA BOCCA, ESCLUSE LE DENTALI;3;MALATTIE E DISTURBI ORECCHIO, NASO E GOLA;4;4;0;0;0;10;0;0;10;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030066-00;OSPEDALE G.SALVINI-GARBAGNATE MIL.SE;45.58301974;9.08975596;8;CARDIOLOGIA;A;M;124;MAL.CARDIOVASC. ESCL.IMA CON CATET.,DIA. COMPL.;106;ARITMIE CARDIACHE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;3;3;0;0;0;40;0;0;40;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030911-00;ISTITUTO ORTOPEDICO GAETANO PINI;45.45538453;9.192742914;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;220;INT.ARTO INF.,OMERO ESCL.ANCA ETC.,ETA'< 18;212;ALTRE MALATTIE DELLE OSSA E DEFORMAZIONI MUSCOLOSCHELETRICHE;8;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;17;15;10;0;2;36;0;2;38;0;0;0;0
2012;326 - ATS DI BRESCIA;030184-00;OSPEDALE DI MANERBIO;45.35666995;10.14405823;37;OSTETRICIA E GINECOLOGIA;A;C;371;PARTO CESAREO SENZA CC;195;ALTRE COMPLICANZE DEL PARTO E DEL PUERPERIO CHE COMPORTANO UN TRATTAMENTO DELLA MADRE;14;GRAVIDANZA, PARTO E PUERPERIO;35;35;0;0;0;161;0;0;161;0;0;0;0
2012;325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;9;CHIRURGIA GENERALE;A;C;567;INT ESOFAGO, STOMACO E DUODENO, ETÀ > 17 ANNI CON CC CON DIA GASTROINTEST MAGG;138;DISTURBI DELL'ESOFAGO;6;MALATTIE E DISTURBI APPARATO DIGERENTE;1;1;0;0;0;16;0;0;16;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030004-00;OSPEDALE DI CIRCOLO - BUSTO ARSIZIO;45.6213059;8.847283842;37;OSTETRICIA E GINECOLOGIA;A;M;379;MINACCIA DI ABORTO;182;PERDITA EMATICA IN GRAVIDANZA, ABRUPTIO PLACENTAE, PLACENTA PREVIA;14;GRAVIDANZA, PARTO E PUERPERIO;14;14;2;0;0;30;0;0;30;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030943-00;IST. CLIN. HUMANITAS - ROZZANO;45.37243983;9.168254354;43;UROLOGIA;A;C;309;INT. MINORI SU VESCICA SENZA CC;215;ANOMALIE CONGENITE DELL'APPARATO GENITOURINARIO;11;MALATTIE E DISTURBI RENE E VIE URINARIE;1;1;0;0;0;8;0;0;8;0;0;0;0
2012;324 - ATS DELLA BRIANZA;030068-00;PRESIDIO OSPEDALIERO DI DESIO;45.62966255;9.197498905;29;NEFROLOGIA;A;M;180;OCCLUSIONE GASTROINTESTINALE CON CC;145;OCCLUSIONE INTESTINALE SENZA MENZIONE DI ERNIA;6;MALATTIE E DISTURBI APPARATO DIGERENTE;1;1;0;0;0;12;0;0;12;0;0;0;0
2013;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030943-00;IST. CLIN. HUMANITAS - ROZZANO;45.37243983;9.168254354;9;CHIRURGIA GENERALE;A;C;570;INT MAGG SU INTESTINO CRASSO E TENUE CON CC SENZA DIA GASTROINTESTINALE MAGG;144;ENTERITE REGIONALE E COLITE ULCEROSA;6;MALATTIE E DISTURBI APPARATO DIGERENTE;14;14;0;0;0;350;0;0;350;0;0;0;0
2012;328 - ATS DI PAVIA;030924-00;OSPEDALE POLICLINICO S. MATTEO - PAVIA;45.19564231;9.147460893;9;CHIRURGIA GENERALE;A;C;361;LAPARASCOPIA E OCCLUSIONE LAPAROTOMICA TUBE;169;ENDOMETRIOSI;13;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE;1;1;0;0;0;7;0;0;7;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030914-00;OSPEDALE S. PAOLO - MILANO;45.43323243;9.15820984;26;MEDICINA GENERALE;A;M;203;T.M. APPARATO EPATOBILIARE O PANCREAS;18;TUMORI MALIGNI DI ALTRI ORGANI GASTROINTESTINALI E DEL PERITONEO;7;MALATTIE E DISTURBI EPATOBILIARI E PANCREAS;7;7;0;0;0;85;0;0;85;0;0;0;0
2012;323 - ATS DELLA MONTAGNA;030042-00;OSPEDALE CIVILE - SONDRIO;46.1707552;9.879429303;37;OSTETRICIA E GINECOLOGIA;A;M;384;ALTRE DIA. PREPARTO SENZA CC MEDICHE;181;ALTRE COMPLICAZIONI DELLA GRAVIDANZA;14;GRAVIDANZA, PARTO E PUERPERIO;7;7;2;0;0;18;0;0;18;0;0;0;0
